"Food ID","Name","Optional Name","Description","Scientific Name","Derivation","Nitrogen Factor","Fat Factor","Specific Gravity","Sampling details","Inedible Portion","Edible Portion","Group","Sub Group","Sort Order"
"01A20042","Wine, White, Sparkling","","Alcoholic beverage prepared by fermentation of grape juice produced with little grape skin contact so that the wine is pale yellow in colour and retains significant quantities of dissolved carbon dioxide. Includes wine described as brut or semi-brut in style. 8.5% v/v alcohol.","","Analysed","6.25","1.000","0.995","Majority of values are from a composite sample of 6 brands of Australian sparkling white wine purchased in Adelaide in 1990, and either brut (dry) or semi-brut (medium dry) in style. I, Se, Cr, Ni & Mo are from 10 samples of dry or medium-dry white table wines purchased in Tas, WA, NSW, ACT & Vic in December 2004 as part of the 22nd ATDS.  Remaining metal values are derived from 20th ATDS (samples collected in 2000).","Nil","100%","Beverages","Alcoholic","74"
"01A20055","Wine, White, Sweet Dessert Style","Sticky wine","Alcoholic beverage prepared by fermentation of grape juice with little grape skin contact, so that the wine is golden in colour and retains a high level of residual sugars (around 10%). Includes botyritised wine.","","Industry analytical","6.25","1.000","1.044","Sugar, acidity and alcohol values were supplied by Australian industry in 2004. Remaining values were borrowed from US data (record number 14057) or were imputed from values for medium sweet white wine.","Nil","100%","Beverages","Alcoholic","75"
"01B10102","Cocoa Beverage, Made From Cocoa Powder And Milk","Hot Cocoa","Beverage prepared by mixing cocoa powder (5 g) with warm milk (250 mL) and sugar.","","Recipe","6.25","0.000","0.000","Not applicable.","Nil","100%","Beverages","Non-Alcoholic","76"
"11B10101","Coconut, Fresh, Mature, Water Or Juice","","The liquid portion from the inside of a mature coconut, not preserved or treated.","Cocos nucifera","Analysed","5.30","1.000","0.000","Proximates, minerals and vitamins are from a composite sample of 5 purchases of mature whole coconuts in Sydney in 1996. Fatty acids are imputed from fatty acids in fresh mature coconut flesh (see 11B10099). Amino acids are imputed from desiccated coconut (see 11B10104). Retinol and cholesterol are imputed.","Nil","100%","Beverages","Non-Alcoholic","77"
"11B10103","Coconut, Fresh, Young Or Immature, Water Or Juice","","The liquid portion from inside the immature coconut, not preserved or treated.","Cocos nucifera","Analysed","5.30","1.000","0.000","Proximates, minerals and vitamins are from a composite sample of 5 purchases of young or immature whole coconuts in Sydney in 1996. Fatty acids are imputed from fatty acids in fresh mature coconut flesh (see 11B10099). Amino acids are imputed from desiccated coconut (see 11B10104). Retinol and cholesterol are imputed.","Nil","100%","Beverages","Non-Alcoholic","78"
"01B10097","Coffee And Chicory Essence, Concentrate","","Thick paste containing extracts of coffee and chicory, used to produce a hot beverage by mixing with hot water.","","Borrowed - UK","5.30","1.000","1.275","Values derived from UK 5th (4S) record number 162.","Nil","100%","Beverages","Non-Alcoholic","79"
"01B10098","Coffee-And-Milk Concentrate","","Thick paste containing instant coffee (around 4%), milk solids, sugar and salt, used to prepare a hot beverage by mixing with water.","","NNS 1995","5.30","0.000","1.293","Data prepared for AUSNUT based on a recipe; no further information is available. Beta carotene value is imputed from the published value for beta carotene equivalents.","","","Beverages","Non-Alcoholic","80"
"01B10118","Coffee, Espresso Style, Without Milk, From Takeaway Outlets","Expresso","Beverage prepared from ground coffee beans with a small amount of water, as purchased in takeaway outlets or restaurants. No milk or sugar added. Not decaffeinated.","","Borrowed - US","5.30","1.000","0.000","All values other than caffeine are borrowed from the USDA 17th, record number 14210, Coffee, brewed, espresso, restaurant-prepared. Note that mineral values reflect in part the US water supply and some values may differ in Australia. Caffeine value is the mean of 10 purchases of espresso coffee from take away food outlets in Victoria in 2002.","Nil","100%","Beverages","Non-Alcoholic","81"
"01B10089","Coffee, Turkish Style, Without Milk","","Beverage produced by boiling ground coffee beans (16g) with water (130g), sugar (8.5g) added, as served in Turkish-style restaurants.","","Calculated","5.30","1.000","1.065","Data prepared for AUSNUT.  Caffeine value is imputed from that of espresso coffee samples purchased in Victoria in 2002.","Nil","100%","Beverages","Non-Alcoholic","82"
"01B10090","Coffee, With Milk (Cappuccino)","","Beverage prepared from a serve of espresso style coffee to which a large amount of heated and aerated milk, generally reduced fat milk, is added.","","Recipe","6.38","0.945","1.008","Not applicable.","Nil","100%","Beverages","Non-Alcoholic","83"
"01B10092","Coffee, Without Milk, From Ground Beans, Decaffeinated","Decaffeineated coffee","Beverage prepared by brewing ground, decaffeinated coffee beans with hot water. ","","Calculated","5.30","1.000","1.008","Data prepared for AUSNUT. Caffeine value is from a composite of samples purchased in Victoria in 2002.","Nil","100%","Beverages","Non-Alcoholic","84"
"01B10088","Coffee, Without Milk, From Instant Coffee Powder","Black coffee","Beverage prepared by adding hot water (225 mL) to instant coffee powder or granules (2 g). No sugar or flavourings added. ","","Calculated","5.30","1.000","1.002","Data prepared for AUSNUT.  Caffeine value calculated from caffeine content of instant coffee powder, determined in coffee powders purchased in Victoria in 2002.","Nil","100%","Beverages","Non-Alcoholic","85"
"01B10093","Coffee, Without Milk, From Instant Coffee Powder, Decaffeinated","","Beverage prepared by mixing dried, decaffeinated coffee powder with hot water. No milk added.","","Calculated","5.30","1.000","1.002","Data prepared for AUSNUT. Caffeine value is from a composite of samples purchased in Victoria in 2002.","Nil","100%","Beverages","Non-Alcoholic","86"
"01B10087","Coffee, Without Milk, Prepared From Ground Coffee Beans","Long black coffee","Beverage prepared by extracting ground coffee beans with hot water, using a large volume of water to coffee beans. No sugar or flavourings added.","","Borrowed - US and UK","5.30","0.800","1.008","Majority of data prepared for AUSNUT based on UK 5th (4S) (record 152) and US (record 14209) values. Caffeine value is mean of 10 samples of long black style coffee purchased in Victoria in 2002.","Nil","100%","Beverages","Non-Alcoholic","87"
"01B20117","Cordial Base, 25% Citrus Fruit Juice (Orange And Lemon)","Fruit cup cordial","Concentrated sugar-based syrup containing at least 25% citrus fruit juice (typically orange or lemon juice), used to prepare a beverage by dilution with water.","","Analysed","6.25","0.800","1.222","Majority of values are derived from a composite purchase of Cottee's brand of orange fruit juice cordial (4 purchases) and lemon fruit juice cordial (2 purchases) purchased in Adelaide in 1990. Fat, starch, fibre, ethanol, cholesterol and retinol values were imputed. Iodine, folates, B1, B2, B3 and tocopherols were determined in a composite sample of 8 purchases (3xCottee's, 2xGolden Circle 40% juice, 1xSunny Boy and 2xHomebrand) in Melbourne in December 2005. Note that some orange fruit juice cordials contain added beta carotene as a colour; this is not accounted for in these data.","Nil","100%","Beverages","Non-Alcoholic","88"
"01B20122","Cordial Base, 25% Non-Citrus Fruit Juice (Apple And Berries), Intense Sweetened","","Liquid containing at least 25% non-citrus fruit juice (typically apple and berry juice), used to prepare a beverage by dilution with water. Product is sweetened with intense sweetener/s instead of sugar.","","Calculated","6.25","0.000","1.048","Data prepared for AUSNUT by imputation from regular non-citrus fruit juice, assuming no sugars present and a commensurate increase in moisture content. Vitamin E is imputed.","Nil","100%","Beverages","Non-Alcoholic","89"
"01B20118","Cordial Base, 25% Non-Citrus Fruit Juice (Apple And Berry)","","Concentrated sugar-based syrup containing at least 25% non-citrus fruit juice (typically apple and berry juice), used to prepare a beverage by dilution with water. No Vitamin C added.","","NNS 1995","6.25","0.000","1.222","Data prepared for AUSNUT from data for citrus cordial with some adjustments to values, notably for carotenes; no further information available. Vitamin E is imputed.","Nil","100%","Beverages","Non-Alcoholic","90"
"01B20121","Cordial Base, 25% Orange Or Lemon Fruit Juice, Intense Sweetened","","Liquid containing at least 25% citrus fruit juice (orange, and lemon) juice, used to prepare a beverage by dilution with water. Product is sweetened with intense sweetener/s instead of sugar.","","Analysed","6.25","0.000","1.048","Moisture and sugars values determined on a composite sample of 6 purchases of 1 brand (Cottees) of Low Joule Orange  or Lemon Fruit Juice Cordial, in February 1990. Cordials were sweetened with saccharin and cyclamate. Vitamin E is imputed. Remaining data prepared for AUSNUT by imputation from regular citrus fruit juice cordial.","Nil","100%","Beverages","Non-Alcoholic","91"
"01B20119","Cordial Base, 40% Citrus Fruit Juice (Orange, Lemon Or Lime)","","Concentrated sugar-based syrup containing at least 40% citrus fruit juice (typically orange or lemon juice) juice, used to prepare a beverage by dilution with water. ","","Analysed","6.25","0.800","1.222","Majority of values determined in a composite sample of 6 purchases of 60% citrus fruit juice cordial (3xCottees orange, 1xCotteels lemon/lime, 1xCottees lemon, 1xCottees mandarin). Carotenes, B6, pantothenate, Na, K, Ca, P and biotin adjusted to reflect 40% juice content, assuming other cordial ingredients do not contribute to these nutrients. Fat, starch, fibre, ethanol, cholesterol and retinol values were imputed. Iodine, folates, B1, B2, B3 and tocopherols were determined in a composite sample of 8 purchases of 25% and 40% fruit juice cordial (3xCottee's, 2xGolden Circle 40% juice, 1xSunny Boy and 2xHomebrand) in Melbourne in December 2005. Note that some orange fruit juice cordials contain added beta carotene as a colour; this is not accounted for in these data.","Nil","100%","Beverages","Non-Alcoholic","92"
"01B20120","Cordial Base, 40% Non-Citrus Fruit Juice (Apple And Berry)","","Concentrated sugar-based syrup containing at least 40% non-citrus fruit juice (typically apple and berry juice), used to prepare a beverage by dilution with water. No vitamin C added.","","Calculated","6.25","0.000","1.222","Data originally prepared for AUSNUT from data for 40% citrus cordial with some subsequent adjustments to values, notably for carotenes; no further information available. Vitamin E is imputed.","","","Beverages","Non-Alcoholic","93"
